,SentID,Cause,Effect,Label,Sent
5694,5695,happiness,affair,0,"Many marriages do not recover from affairs at all, but at least one-third do find some way to rebuild trust and happiness after an affair."
6723,6724,report,technician,0,"In October, the group Reporters Without Borders, based in Paris, released an astonishing report by a Chinese Internet technician writing under the pseudonym ""Mr. Tao."""
7203,7204,jewel,bag,0,"While Calvin is able to get the diamond, he's nearly caught by the police while making his getaway, and stashes the jewel in a bag carried by a passerby."
5146,5147,ancestors,unknown world,0,Our ancestors journeyed into an unknown world to find food.
4333,4334,dynamic,literature,0,This predictable dynamic has recently been established in the research literature.
2847,2848,winds,sand,0,I stand here above the twisting gorge the winds have carved out of the sand.
7686,7687,demonstrators,figure,0,"The demonstrators composed the figure 420, representing the number of people still being held at the US prison in Cuba."
2803,2804,act,oldies,0,His act includes everything from golden oldies to contemporary tunes.
2514,2515,engine,plant,0,Every engine that the plant builds is hot-tested.
283,284,geoid,ellipsoid,0,"The level surface closest to the MSS, known as the geoid, departs from an ellipsoid by about 100 m in each direction."
7339,7340,infection,fever,0,"The typical flu infection starts with fever, muscular pains, headache and general fatigue."
644,645,authority,translation,0,The most significant is a well-preserved black and white mosaic for which the authority has given a provisional translation.
4028,4029,stone,window,0,"Last night, someone threw a stone into our glass window."
3556,3557,post,events,0,The entire post was placed into the upcoming events.
875,876,papers,chemistry,0,"Today, for the first time in the UK, full examination papers in chemistry and mathematics set for 16-year-old school pupils in the People's Republic of China are to be published in English and made widely available."
5168,5169,jury,peers,0,A cornerstone of American Jurisprudence is the right to be tried by a jury of ones peers.
972,973,formation,dragoons,0,It also gives some of the history behind the formation of Wolf's dragoons and some of the battles and campaigns the mercenary regiment has fought.
3973,3974,clock,button,0,"Each side of the clock has a button that, when pressed, starts the other team's timer running."
4178,4179,turkey,crock pot,0,Making a slow cook turkey in the crock pot is pretty similar to making one in the oven.
6063,6064,paste,wrap,0,The paste was put inside a wrap which reminded me of a Chinese mu-shu wrapper.
7159,7160,kitchen,stoves,0,"The kitchen contains various commercial equipment such as stoves, griddles, deep fryer, and an oven."
6283,6284,piece,trunk,0,A small piece of rock landed into the trunk.
4609,4610,meth,van,0,The mobile meth was inside a van parked inside a storage unit at 4095 West Kearns.
542,543,pillars,bridge,0,Two pillars of a bridge at Karsaz Road have collapsed today morning.
7662,7663,decision,maker,0,"I'm the decision maker, and I had to come up with a way forward that precluded disaster."
4776,4777,koala,church,0,A kid took a baby koala to church on Sunday.
7178,7179,rowing,oar,0,To say that rowing is just pulling an oar is like saying golf is just swinging a club.
5433,5434,families,poverty,0,Families are being thrown into poverty by our corrupt health care system.
221,222,wake,buzzards,0,"We also passed a wake of turkey buzzards, and I was again glad to not be driving, because my car and I both have shaky nerves still, from the Great Turkey Buzzard Incident of '08."
6676,6677,murmuration,starlings,0,"Ws a murmuration of starlings enters a holly grove, it ruins the entire crop."
4868,4869,aircraft,structure,0,They are arranged on the chart in accordance with their position relative to the aircraft's arrival from the en route structure.
4122,4123,corn,starch,0,"With corn starch as its source material, Plantic's plastic is also cost-competitive."
1867,1868,cream,dessert,0,The dulche de leche ice cream was the best part of this dessert; it was creamy and not too sweet as I usually find this flavor.
124,125,tradition,biographies,0,This tradition has been narrated in prophet's early biographies.
2161,2162,scrawl,artist,0,It is a scrawl by an artist to portray that which cannot be portrayed even on a canvas as big and large as the heavens.
4909,4910,ball,pellets,0,"For cricket, we use a ball with pellets inside it, which make a noise."
3694,3695,rotors,compressor,0,"In contrast, the rotors of the screw compressor and quite a few others rotate in opposite directions."
2596,2597,activities,section,0,His other research activities and accomplishments have been discussed in the section presented below.
7061,7062,poem,author,0,"In the poem, the author develops the metaphysical issues raised in A Riddle and Canto."
6417,6418,vibrator,physician,0,"The first British steam powered vibrator dates back to the early 1880s, developed by an American physician."
2002,2003,department,business,0,"Since the ultimate purpose of the company is that of sales, the sales department is rightly recognized as one of the major departments of the business."
5524,5525,band,coyotes,0,Melvin Hancock was one of the residents to spot the about 85 pound full-grown coyote and other residents have seen a band of coyotes with a litter of pups.
7567,7568,frustration,meeting,0,Craig expressed his frustration after Monday's meeting.
5789,5790,reservoir,coffeemaker,0,Fill the reservoir of the coffeemaker with white vinegar.
4530,4531,cameras,trains,0,Security cameras have been installed in commuter trains to prevent groping.
3762,3763,bondholders,plan,0,Senior bondholders who drafted the reorganization plan for bankrupt Six Flags revealed their investments.
3722,3723,pin,plug,0,"Preferably, the fuse is foreseen between the pin of the plug which projects to the outside and the inner connector of the plug."
432,433,crew,investigation,0,The crew assisted with the investigation and was in service for around an hour.
4387,4388,house,foreclosure,0,The house is going into foreclosure.
2622,2623,orchard,apples,0,"Church Orchard is a mixed orchard of standard apples, pears and damsons and Mason's and Winslow's are standard cider apple orchards."
1119,1120,suitcase,papers,0,"All I had left were two pairs of shorts, one pair of underwear, a pair of slippers, a purse and a suitcase with some important papers in it."
7206,7207,beach,mouth,0,"The 3 km long beach extends from the mouth of the Oro River in the west, to the cliffs of Point Caramonal to the southeast."
766,767,wort,bucket,0,I am draining the wort into the fermenting bucket.
5969,5970,sculpture,harbour,0,A specially built sculpture of the ship emerges from the harbour.
1815,1816,works,relationship,0,Works in this exhibition investigate humanity's relationship with the world.
2872,2873,sections,markets,0,"I included sections dealing with labour markets, domestic taxation, economic activation policies, and financial market regulation."
7079,7080,books,artists,0,"Without doubt, this is one of the best books for artists available."
